clone_id,experiment,plate,well,protein_GFP,protein_mScarlet,filtered_cells,in_validated_1065_set,ddr_protein_GFP,ddr_protein_mScarlet
2942,HAP1_proteome,plate5,L19,COPS2,SEPTIN2,287,False,True,False
2945,HAP1_proteome,plate5,L22,E2F3,THYN1,171,False,True,False
2948,HAP1_proteome,plate5,M01,COPS2,SF1,920,True,True,False
2963,HAP1_proteome,plate5,M16,KAT5,CDV3,695,False,True,False
2965,HAP1_proteome,plate5,M18,COPS2,BTF3,53,False,True,False
2966,HAP1_proteome,plate5,M19,TAF1,PSMC2,297,False,False,True
2976,HAP1_proteome,plate5,N06,KAT5,PSMD1,580,False,True,True
2978,HAP1_proteome,plate5,N08,ORC6,ZC3H18,7,False,True,False
2985,HAP1_proteome,plate5,N16,KAT5,CDV3,232,False,True,False
2988,HAP1_proteome,plate5,N19,KAT5,CDV3,489,False,True,False
2995,HAP1_proteome,plate5,O04,CLSPN,HNRNPH3,206,True,True,False
2996,HAP1_proteome,plate5,O05,KAT5,OAT,750,False,True,False
3001,HAP1_proteome,plate5,O10,COPS2,RAD23B,976,False,True,True
3005,HAP1_proteome,plate5,O14,KAT5,CDV3,714,False,True,False
3006,HAP1_proteome,plate5,O15,KAT5,CDV3,237,False,True,False
3012,HAP1_proteome,plate5,O22,TAF1,PSMC2,509,False,False,True
3023,HAP1_proteome,plate5,P11,XRCC6,RPS23,43,False,True,False
3027,HAP1_proteome,plate5,P15,KAT5,CDV3,261,False,True,False
3028,HAP1_proteome,plate5,P16,KAT5,NUP98,824,False,True,True
3032,HAP1_proteome,plate5,P20,KAT5,NUP210,536,True,True,True
3042,HAP1_proteome,plate6,A19,CHD1,MSH2,339,True,False,True
3048,HAP1_proteome,plate6,B16,TPR,FBL,235,False,True,False
3066,HAP1_proteome,plate6,D08,MYEF2,MORF4L1,81,False,False,True
3070,HAP1_proteome,plate6,E01,NUP107,HDLBP,4,False,True,False
3071,HAP1_proteome,plate6,E03,TAF1,PPP4R2,807,True,False,True
3072,HAP1_proteome,plate6,E04,COPS2,RAD23B,43,False,True,True
3090,HAP1_proteome,plate6,F05,COPS2,WDR5,832,False,True,True
3098,HAP1_proteome,plate6,F14,COPS2,RAD23B,1059,False,True,True
3099,HAP1_proteome,plate6,F16,CDC5L,COPS3,1015,True,False,True
3102,HAP1_proteome,plate6,F20,COPS2,RAD23B,5,False,True,True
3107,HAP1_proteome,plate6,G05,SRM,RAD23B,306,False,False,True
3109,HAP1_proteome,plate6,G07,COPS2,HNRNPAB,1051,True,True,False
3116,HAP1_proteome,plate6,G16,KAT5,CDV3,485,False,True,False
3126,HAP1_proteome,plate6,H09,COPS2,RAD23B,346,False,True,True
3128,HAP1_proteome,plate6,H11,TAF1,PPP4R2,330,False,False,True
3131,HAP1_proteome,plate6,H14,KAT5,CDV3,758,False,True,False
3132,HAP1_proteome,plate6,H17,CDC5L,COPS3,111,False,False,True
3138,HAP1_proteome,plate6,I02,KAT5,CDV3,362,False,True,False
3139,HAP1_proteome,plate6,I03,KAT5,PSMD1,814,True,True,True
3155,HAP1_proteome,plate6,I21,KAT5,CDV3,908,True,True,False
3160,HAP1_proteome,plate6,J05,KAT5,NUP98,78,False,True,True
3163,HAP1_proteome,plate6,J08,KAT5,CDV3,209,False,True,False
3164,HAP1_proteome,plate6,J09,COPS2,RAD23B,333,False,True,True
3166,HAP1_proteome,plate6,J11,KAT5,NUP210,406,False,True,True
3169,HAP1_proteome,plate6,J14,KAT5,CDV3,382,False,True,False
3187,HAP1_proteome,plate6,K09,CDC5L,COPS3,708,False,False,True
3188,HAP1_proteome,plate6,K10,NFKBID,ADRM1,363,True,False,True
3192,HAP1_proteome,plate6,K15,COPS2,RAD23B,807,False,True,True
3200,HAP1_proteome,plate6,L01,KAT5,CDV3,14,False,True,False
3206,HAP1_proteome,plate6,L08,TAF1,PPP4R2,691,False,False,True
3211,HAP1_proteome,plate6,L14,MNAT1,CKB,645,False,True,False
3212,HAP1_proteome,plate6,L15,MTA2,EIF4A1,277,True,True,False
3213,HAP1_proteome,plate6,L16,KAT2A,GGH,31,False,True,False
3215,HAP1_proteome,plate6,L18,TAF1,PPP4R2,289,False,False,True
3222,HAP1_proteome,plate6,M01,COPS2,BTF3,962,False,True,False
3223,HAP1_proteome,plate6,M02,COPS2,RAD23B,197,False,True,True
3227,HAP1_proteome,plate6,M06,KAT5,SNRPD3,688,True,True,False
3228,HAP1_proteome,plate6,M07,KAT2A,GGH,81,False,True,False
3230,HAP1_proteome,plate6,M09,KAT5,CDV3,167,False,True,False
3243,HAP1_proteome,plate6,N02,MYEF2,MORF4L1,4,False,False,True
3246,HAP1_proteome,plate6,N05,TAF1,PSMC2,847,False,False,True
3257,HAP1_proteome,plate6,N18,KAT5,CDV3,673,False,True,False
3276,HAP1_proteome,plate6,O17,KAT5,CDV3,336,False,True,False
3281,HAP1_proteome,plate6,O22,KAT2A,GGH,698,True,True,False
3282,HAP1_proteome,plate6,O23,EIF5,TCEA1,138,False,False,True
3288,HAP1_proteome,plate6,P05,COPS2,HNRNPAB,329,False,True,False
3295,HAP1_proteome,plate6,P13,RFC5,RNF14,447,True,True,False
3296,HAP1_proteome,plate6,P15,TPR,ANP32E,320,False,True,False
3300,HAP1_proteome,plate6,P19,CDC5L,COPS3,476,False,False,True
3305,HEK_proteome,plate1,A02,CSNK2A1,PSMD3,68,False,False,True
3310,HEK_proteome,plate1,A08,LSM3,RELA,62,False,False,True
3340,HEK_proteome,plate1,B19,TNPO3,PPP1CC,313,False,False,True
3365,HEK_proteome,plate1,C22,NUP58,SPRYD7,668,True,True,False
3382,HEK_proteome,plate1,D19,ENY2,RRP12,741,True,True,False
3409,HEK_proteome,plate1,E24,G3BP1,PSMC1,963,False,False,True
3412,HEK_proteome,plate1,F03,G3BP1,PSMC1,56,False,False,True
3421,HEK_proteome,plate1,F13,,ING3,328,True,False,True
3426,HEK_proteome,plate1,F18,RCHY1,ATP5F1A,804,True,True,False
3442,HEK_proteome,plate1,G18,HDHD5,MCM6,264,True,False,True
3446,HEK_proteome,plate1,G22,ELAC2,NUP58,117,False,False,True
3458,HEK_proteome,plate1,H11,G3BP1,PSMC1,449,False,False,True
3467,HEK_proteome,plate1,H20,EIF2B4,PPP2R1A,615,True,False,True
3497,HEK_proteome,plate1,J07,USP22,AP3D1,39,False,True,False
3503,HEK_proteome,plate1,J14,IGF2BP1,POLD3,320,True,False,True
3509,HEK_proteome,plate1,J22,PSMD11,EIF5,4,False,True,False
3527,HEK_proteome,plate1,K17,SEPTIN2,MCM10,326,True,False,True
3532,HEK_proteome,plate1,K22,G3BP1,PSMC1,108,False,False,True
3542,HEK_proteome,plate1,L08,PSMD3,AARS1,2,False,True,False
3553,HEK_proteome,plate1,L22,SEC23IP,HDAC1,323,True,False,True
3557,HEK_proteome,plate1,M04,PPP3R1,MAPRE1,293,True,False,True
3565,HEK_proteome,plate1,M13,NECAP1,HAT1,409,True,False,True
3571,HEK_proteome,plate1,M20,PRMT5,LYAR,262,True,True,False
3597,HEK_proteome,plate1,N24,SUGP2,INO80B,311,True,False,True
3598,HEK_proteome,plate1,O03,SNW1,NUP50,87,False,False,True
3601,HEK_proteome,plate1,O08,RPA1,HOXB6,13,False,True,False
3609,HEK_proteome,plate1,O17,TNPO3,PPP1CC,145,False,False,True
3614,HEK_proteome,plate1,O22,PSMC2,ZNF428,536,False,True,False
3617,HEK_proteome,plate1,P01,GRSF1,SMARCA5,12,False,False,True
3622,HEK_proteome,plate1,P07,RCHY1,ATP5F1A,85,False,True,False
3635,HEK_proteome,plate1,P21,ATAD3B,PSMD6,613,True,False,True
3652,HEK_proteome,plate2,A17,KNTC1,CTBP1,341,True,True,False
3657,HEK_proteome,plate2,A22,PSMC2,ZNF428,683,False,True,False
3662,HEK_proteome,plate2,B05,ANXA2,MRGBP,56,False,False,True
3678,HEK_proteome,plate2,B23,RCHY1,ATP5F1A,4,False,True,False
3679,HEK_proteome,plate2,C01,PSMD3,AARS1,3,False,True,False
3706,HEK_proteome,plate2,D08,TNPO3,PPP1CC,114,False,False,True
3716,HEK_proteome,plate2,D21,SEC23IP,HDAC1,25,False,False,True
3730,HEK_proteome,plate2,E11,,ING3,5,False,False,True
3747,HEK_proteome,plate2,F04,USP22,TIMM50,1,False,True,False
3757,HEK_proteome,plate2,F16,MTA2,ADRM1,56,False,True,True
3770,HEK_proteome,plate2,G09,PSMD14,ARHGDIA,275,True,True,False
3773,HEK_proteome,plate2,G12,OTUD5,CENPX,564,True,False,True
3790,HEK_proteome,plate2,H07,ANXA11,SMARCC1,47,False,False,True
3812,HEK_proteome,plate2,I08,PSMC2,ZNF428,525,False,True,False
3813,HEK_proteome,plate2,I09,NUP85,NCBP1,30,False,True,False
3823,HEK_proteome,plate2,I20,G3BP1,NUP42,891,True,False,True
3825,HEK_proteome,plate2,I22,USP22,TIMM50,36,False,True,False
3826,HEK_proteome,plate2,I23,XRCC6,LTA4H,1,False,True,False
3827,HEK_proteome,plate2,J01,C1QBP,PSMD6,2,False,False,True
3828,HEK_proteome,plate2,J02,UQCRC2,YY1,627,True,False,True
3834,HEK_proteome,plate2,J10,RAB5IF,ERCC3,181,False,False,True
3848,HEK_proteome,plate2,K05,PSMC2,ZNF428,833,True,True,False
3855,HEK_proteome,plate2,K14,SEC23IP,HDAC1,4,False,False,True
3859,HEK_proteome,plate2,K20,TNPO3,PPP1CC,465,True,False,True
3867,HEK_proteome,plate2,L05,DDX3X,NUP155,444,True,False,True
3874,HEK_proteome,plate2,L14,G3BP1,PSMC1,840,False,False,True
3883,HEK_proteome,plate2,L24,PSMD11,EIF5,453,False,True,False
3886,HEK_proteome,plate2,M04,PRKDC,PRDX3,12,False,True,False
3903,HEK_proteome,plate2,M22,PSMD3,DAZAP2,115,False,True,False
3909,HEK_proteome,plate2,N04,G3BP1,PSMC1,19,False,False,True
3913,HEK_proteome,plate2,N08,USP22,TIMM50,268,True,True,False
3915,HEK_proteome,plate2,N10,TPR,DDX18,48,False,True,False
3922,HEK_proteome,plate2,N18,NUP155,NOSIP,1,False,True,False
3927,HEK_proteome,plate2,O01,MED21,CSNK1A1,464,True,False,True
3949,HEK_proteome,plate2,P10,PSMD3,AARS1,683,False,True,False
3951,HEK_proteome,plate2,P14,PSMD11,EIF5,1189,True,True,False
3959,HEK_proteome,plate4,A02,USP22,RPN2,84,False,True,False
3961,HEK_proteome,plate4,A04,CDC73,RBBP7,28,False,False,True
3975,HEK_proteome,plate4,A18,RCHY1,GABPB1,46,False,True,False
3986,HEK_proteome,plate4,B11,CDC73,RBBP7,174,False,False,True
3993,HEK_proteome,plate4,B18,G3BP1,PSMC1,523,False,False,True
3995,HEK_proteome,plate4,B21,NDUFAB1,PSMB7,31,False,False,True
3999,HEK_proteome,plate4,C01,G3BP1,PSMC1,380,False,False,True
4006,HEK_proteome,plate4,C09,YWHAG,ACO2,904,True,True,False
4009,HEK_proteome,plate4,C12,COX7C,RAD23B,512,True,False,True
4022,HEK_proteome,plate4,D03,MSH6,NIPSNAP2,341,True,True,False
4023,HEK_proteome,plate4,D05,PSMD3,AARS1,156,False,True,False
4035,HEK_proteome,plate4,D21,ENY2,RRP12,573,False,True,False
4048,HEK_proteome,plate4,E11,RCHY1,ATP5F1A,46,False,True,False
4088,HEK_proteome,plate4,G12,PSMD3,AARS1,29,False,True,False
4091,HEK_proteome,plate4,G15,RCHY1,LLPH,1,False,True,False
4111,HEK_proteome,plate4,H15,KNTC1,TXLNA,5,False,True,False
4117,HEK_proteome,plate4,H22,PSMD3,AARS1,139,False,True,False
4126,HEK_proteome,plate4,I10,PSMC2,ZNF428,790,False,True,False
4127,HEK_proteome,plate4,I11,PSMD3,AARS1,301,False,True,False
4138,HEK_proteome,plate4,I23,KNTC1,CTBP1,48,False,True,False
4143,HEK_proteome,plate4,J06,TNPO3,PPP1CC,177,False,False,True
4157,HEK_proteome,plate4,J20,GFER,MEAF6,212,True,False,True
4165,HEK_proteome,plate4,K05,G3BP1,PSMC1,831,False,False,True
4174,HEK_proteome,plate4,K15,PSMD3,AARS1,241,False,True,False
4190,HEK_proteome,plate4,L09,PSMC2,ZNF428,133,False,True,False
4211,HEK_proteome,plate4,M09,PSMD13,PPP2R1A,14,False,True,True
4213,HEK_proteome,plate4,M11,PSMD3,AARS1,765,True,True,False
4214,HEK_proteome,plate4,M12,USP22,TIMM50,77,False,True,False
4227,HEK_proteome,plate4,N03,PSMD3,AARS1,520,False,True,False
4252,HEK_proteome,plate4,O06,RCHY1,ATP5F1A,212,False,True,False
4258,HEK_proteome,plate4,O12,MED21,CSNK1A1,1,False,False,True
4269,HEK_proteome,plate4,P03,PSMD3,AARS1,383,False,True,False
4272,HEK_proteome,plate4,P06,PSMD11,EIF5,60,False,True,False
4274,HEK_proteome,plate4,P08,TNPO3,PPP1CC,375,False,False,True
4279,HEK_proteome,plate4,P13,TPR,CSDE1,125,False,True,False
4283,HEK_proteome,plate4,P17,PSMD3,SEC23IP,7,False,True,False
4286,HEK_proteome,plate4,P20,PSMD3,AARS1,130,False,True,False
4297,HEK_proteome,plate5,A19,,ING3,204,False,False,True
4336,HEK_proteome,plate5,D01,RAB21,POLR2D,118,False,False,True
4351,HEK_proteome,plate5,D19,GRSF1,SMARCA5,438,False,False,True
4363,HEK_proteome,plate5,E16,YIPF3,LIG3,58,False,False,True
4364,HEK_proteome,plate5,E17,YIPF3,LIG3,52,False,False,True
4367,HEK_proteome,plate5,E20,CUL1,CHORDC1,547,True,True,False
4368,HEK_proteome,plate5,E21,PSMD11,EIF5,60,False,True,False
4393,HEK_proteome,plate5,G08,PSMD13,PPP2R1A,160,False,True,True
4396,HEK_proteome,plate5,G11,OTUD5,CENPX,164,False,False,True
4402,HEK_proteome,plate5,G17,ENY2,RRP12,727,False,True,False
4404,HEK_proteome,plate5,G19,NUP58,SPRYD7,113,False,True,False
4419,HEK_proteome,plate5,H12,DDX27,RBBP7,504,True,False,True
4435,HEK_proteome,plate5,I14,MED21,CSNK1A1,227,False,False,True
4440,HEK_proteome,plate5,I19,USP22,NCBP3,1,False,True,False
4449,HEK_proteome,plate5,J04,RAB5IF,ERCC3,167,False,False,True
4451,HEK_proteome,plate5,J06,PSMD11,EIF5,728,False,True,False
4470,HEK_proteome,plate5,K08,TNPO3,PPP1CC,80,False,False,True
4485,HEK_proteome,plate5,L01,G3BP1,PSMC1,601,False,False,True
4499,HEK_proteome,plate5,L17,RCHY1,ATP5F1A,287,False,True,False
4506,HEK_proteome,plate5,M07,PSMD11,EIF5,840,False,True,False
4511,HEK_proteome,plate5,M13,RCHY1,ATP5F1A,222,False,True,False
4514,HEK_proteome,plate5,M16,PSMD3,AARS1,130,False,True,False
4517,HEK_proteome,plate5,M19,,ARID1A,68,False,False,True
4531,HEK_proteome,plate5,N10,CLPX,PSMD11,339,True,False,True
4538,HEK_proteome,plate5,N19,G3BP1,PSMC1,825,False,False,True
4541,HEK_proteome,plate5,N23,GRSF1,SMARCA5,452,True,False,True
4568,HEK_proteome,plate5,P13,PSMC2,ZNF428,620,False,True,False
4576,HEK_proteome,plate5,P23,G3BP1,PSMC1,1096,True,False,True
